season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Aliséa,F,20 ans,Étudiante en STAPS,"Abandon médical [ 5 ] , [ 6 ]",1,0.0,,"Abandon médical [ 5 ] , [ 6 ]",ABANDON_MEDICAL,SANTE_ABANDON,AUTRE_SORTIE,Abandon médical dans la source,False,True,False,1,,False,,False,False,1,STANDARD,1,False,1,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Carinne,F,45 ans,Coiffeuse,Abandon médical [ 7 ] [source secondaire souhaitée],2,0.05,,Abandon médical [ 7 ] [source secondaire souhaitée],ABANDON_MEDICAL,SANTE_ABANDON,AUTRE_SORTIE,Abandon médical dans la source,False,True,False,2,,False,,False,False,2,STANDARD,1,False,2,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Émilie,F,35 ans,Courtière en prêt,"Éliminée [ 8 ] , [ 9 ] [source secondaire souhaitée] , [ 10 ] [source secondaire souhaitée]",3,0.1,,"Éliminée [ 8 ] , [ 9 ] [source secondaire souhaitée] , [ 10 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,3,,False,,False,False,3,STANDARD,1,False,3,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Victor,M,25 ans,Moniteur de parachutisme,"Éliminé [ 11 ] , [ 12 ] [source secondaire souhaitée] , [ 13 ] [source secondaire souhaitée]",4,0.15,,"Éliminé [ 11 ] , [ 12 ] [source secondaire souhaitée] , [ 13 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,4,,False,,False,False,4,STANDARD,1,False,4,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Chloé,F,32 ans,Poissonnière,"Éliminée [ 14 ] , [ 15 ] [source secondaire souhaitée]",5,0.2,,"Éliminée [ 14 ] , [ 15 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,5,,False,,False,False,5,STANDARD,1,False,5,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Xavier,M,53 ans,Technico-commercial,Éliminé [ 16 ] [source secondaire souhaitée],6,0.25,,Éliminé [ 16 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,6,,False,,False,False,6,STANDARD,1,False,6,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Frédéric,M,52 ans,Photographe,"Éliminé [ 17 ] , [ 18 ] [source secondaire souhaitée]",7,0.3,,"Éliminé [ 17 ] , [ 18 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,7,,False,,False,False,7,STANDARD,1,False,7,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Alexandre,M,28 ans,Commercial,"Éliminé [ 17 ] , [ 19 ] [source secondaire souhaitée]",8,0.35,,"Éliminé [ 17 ] , [ 19 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,8,,False,,False,False,8,STANDARD,1,False,8,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Béatrice,F,28 ans,Joueuse de football,"Éliminée [ 20 ] , [ 21 ] [source secondaire souhaitée]",9,0.4,,"Éliminée [ 20 ] , [ 21 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,9,,False,,False,False,9,STANDARD,1,False,9,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Brice,M,24 ans,Étudiant en école  de commerce,"Éliminé [ 22 ] , [ 23 ] [source secondaire souhaitée] , [ 24 ] [source secondaire souhaitée]",10,0.45,,"Éliminé [ 22 ] , [ 23 ] [source secondaire souhaitée] , [ 24 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,10,,False,,False,False,10,STANDARD,1,False,10,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Sophie,F,34 ans,Kitesurfeuse,Éliminée [ 25 ] [source secondaire souhaitée],11,0.5,,Éliminée [ 25 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,11,,False,,False,False,11,STANDARD,1,False,11,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Angélique,F,24 ans,Gérante d'une pizzeria,Éliminée [ 26 ] [source secondaire souhaitée],12,0.55,,Éliminée [ 26 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,12,,False,,False,False,12,STANDARD,1,False,12,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Mohamed,M,37 ans,Chef d'entreprise,Éliminé [ 27 ] [source secondaire souhaitée],13,0.6,,Éliminé [ 27 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,13,,False,,False,False,13,STANDARD,1,False,13,2026-07-21T01:21:33.926827+00:00
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Nicolas,M,35 ans,Agent commercial,Éliminé [ 28 ] [source secondaire souhaitée],14,0.65,,Éliminé [ 28 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,14,,False,,False,False,14,STANDARD,1,False,14,2026-07-21T01:21:33.926827+00:00
